country,province,region,municipality,name,website,medium,originalContent,releaseFrequency,commercialPublisher,publisher,individualOrOrganisation,contentType,contentArea,contentQuality
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,ORTS,https://orts.nl/,Omroep,YES,DAILY,UNSURE,ORTS,ORGANIZATION,JOURNALISM,Oosterhout,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,Weekblad Oosterhout,https://www.uitgeverijemdejong.nl/weekbladen/weekblad-oosterhout/,Krant,YES,WEEKLY,YES,Uitgeverij Em. de Jong,ORGANIZATION,MIX,Oosterhout,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,oosterhout.nieuws.nl,http://oosterhout.nieuws.nl/,Nieuwssite,NO,WEEKLY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Oosterhout,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,Oosterhout (N.Br.),https://www.facebook.com/groups/691671404185741,Facebookpagina,YES,DAILY,NO,Dre Broeders,INDIVIDUAL,ENTERTAINMENT,Oosterhout,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,Ons Oosterhout,https://www.facebook.com/groups/432439090815401,Facebookpagina,YES,DAILY,NO,Gerda Brands-Nieuwenhuis en Frank Swolfs,INDIVIDUAL,MIX,Oosterhout,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,Gemeente Oosterhout,https://www.oosterhout.nl/nieuws/nieuwsberichten,Gemeentesite,YES,DAILY,NO,Gemeente Oosterhout,ORGANIZATION,SERVICE,Oosterhout,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,Nieuws uit Dorst,https://nieuwsuitdorst.nl/,Nieuwssite / krant,MIX,UNSURE,NO,Stichting Nieuws uit Dorst,ORGANIZATION,MIX,Dorst,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,De Schelleboom,https://www.facebook.com/deschelleboom?locale=nl_NL,Facebookpagina,YES,WEEKLY,NO,Stichting Theater De Schelleboom,ORGANIZATION,ENTERTAINMENT,Oosterhout,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,H19 Centrum voor de kunsten,https://www.facebook.com/h19.oosterhout,Facebookpagina,YES,WEEKLY,NO,Stichting H19 Centrum voor de kunsten,ORGANIZATION,ENTERTAINMENT,Oosterhout,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oosterhout,Theek 5,https://www.facebook.com/theek5,Facebookpagina,YES,DAILY,NO,Stichting Theek 5,ORGANIZATION,SERVICE,Oosterhout,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Waalwijk,Langstraat media,https://www.langstraatmedia.nl/,Streekomroep,YES,DAILY,NO,Maasstad Omroepstichting Waalwijk,ORGANIZATION,JOURNALISM,"Waalwijk, Loon op Zand, Dongen e.o.",MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Waalwijk,Weekblad Waalwijk,https://www.uitgeverijemdejong.nl/weekbladen/weekblad-waalwijk/,Krant,MIX,WEEKLY,YES,Uitgeverij Em. de Jong,ORGANIZATION,MIX,Waalwijk,LOW
Nederland,Noord-Brabant,Midden-Brabant,Waalwijk,waalwijk.nieuws.nl,http://waalwijk.nieuws.nl/,Nieuwssite,NO,WEEKLY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Waalwijk,LOW
Nederland,Noord-Brabant,Midden-Brabant,Waalwijk,Langstraat vandaag,https://www.langstraatvandaag.nl/nieuws,Nieuwssite,MIX,WEEKLY,UNSURE,Langstraat Vandaag,ORGANIZATION,MIX,Waalwijk / Heusden,LOW
Nederland,Noord-Brabant,Midden-Brabant,Waalwijk,Gemeente Waalwijk,https://www.waalwijk.nl/nieuws,Gemeentesite,YES,WEEKLY,NO,Gemeente Waalwijk,ORGANIZATION,SERVICE,Waalwijk / Heusden,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Heusden,HTR ,https://htrmedia.evtmedia.nl/,Omroep,MIX,DAILY,NO,HTR,ORGANIZATION,MIX,Heusden,LOW
Nederland,Noord-Brabant,Midden-Brabant,Heusden,Weekblad Heusden,https://www.uitgeverijemdejong.nl/weekbladen/weekblad-heusden/,Krant,MIX,WEEKLY,YES,Uitgeverij Em. de Jong,ORGANIZATION,MIX, Heusden,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Heusden,https://heusden.nieuws.nl/,https://heusden.nieuws.nl/,Nieuwssite,MIX,WEEKLY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Heusden,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Heusden,Gemeente Heusden,https://www.heusden.nl/nieuws/actueel-nieuws/,Gemeentesite,YES,DAILY,NO,Gemeente Heusden,ORGANIZATION,SERVICE,Heusden,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Dongen,Weekblad Dongen,https://www.uitgeverijemdejong.nl/weekbladen/weekblad-dongen/,Krant,MIX,WEEKLY,YES,Uitgeverij Em. de Jong,ORGANIZATION,MIX,Dongen ,LOW
Nederland,Noord-Brabant,Midden-Brabant,Dongen,dongen.nieuws.nl,http://dongen.nieuws.nl/,Nieuwssite,MIX,DAILY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Dongen,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Dongen,Gemeente Dongen,https://www.dongen.nl/actueel/nieuws,Gemeentesite,MIX,WEEKLY,NO,Gemeente Dongen,ORGANIZATION,SERVICE,Gemeente Dongen,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Loon op Zand,loon-op-zand.nieuws.nl,http://loon-op-zand.nieuws.nl/,Nieuwssite,MIX,WEEKLY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Loon-op-Zand e.o.,LOW
Nederland,Noord-Brabant,Midden-Brabant,Loon op Zand,Efteling,https://www.efteling.com/nl/blog,Attractiepark,YES,WEEKLY,YES,Efteling,ORGANIZATION,SERVICE,Landelijk,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Loon op Zand,Gemeente Loon op Zand,https://www.loonopzand.nl/nieuwsoverzicht,Gemeentesite,YES,WEEKLY,NO,Gemeente Loon op Zand,ORGANIZATION,SERVICE,Gemeente Loon op Zand,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Bladel,bladel.nieuws.nl,http://bladel.nieuws.nl/,Nieuwssite ,NO,UNSURE,YES,Nort Groep B.V.,ORGANIZATION,MIX,Bladel,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Bladel,Gemeente Bladel,https://www.bladel.nl/nieuws,Gemeentesite,MIX,WEEKLY,NO,Gemeente Bladel,ORGANIZATION,SERVICE,Gemeente Bladel,LOW
Nederland,Noord-Brabant,Midden-Brabant,Boxtel,boxtel.nieuws.nl,http://boxtel.nieuws.nl/,Nieuwssite,NO,UNSURE,YES,Nort Groep B.V.,ORGANIZATION,MIX,Boxtel,LOW
Nederland,Noord-Brabant,Midden-Brabant,Boxtel,Gemeente Boxtel,https://www.boxtel.nl/nieuws,Gemeentesite,YES,WEEKLY,NO,Gemeente Boxtel,ORGANIZATION,SERVICE,Gemeente Boxtel,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Boxtel,Brabants Centrum ,https://www.brabantscentrum.nl/,Nieuwssite & krant,YES,DAILY,NO,Stichting Brabants Centrum,ORGANIZATION,JOURNALISM,"Boxtel, Liempde, Lennisheuvel, Gemonde en Esch",LOW
Nederland,Noord-Brabant,Midden-Brabant,Alphen-Chaam,Gemeente Alphen-Chaam,https://www.alphen-chaam.nl/nieuws-van-de-gemeente,Gemeentesite,YES,WEEKLY,NO,Gemeente Alphen-Chaam,ORGANIZATION,SERVICE,Gemeente Alphen-Chaam,LOW
Nederland,Noord-Brabant,Midden-Brabant,Baarle-Nassau,KBO Baarle-Nassau,https://www.kbobaarlenassau.nl/,Site vereniging,MIX,UNSURE,UNSURE,KBO; belangenvereniging van senioren,ORGANIZATION,SERVICE,Baarle-Nassau,LOW
Nederland,Noord-Brabant,Midden-Brabant,Baarle-Nassau,cubag.nieuws.nl,http://cubag.nieuws.nl/,Nieuwssite,MIX,WEEKLY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Baarle-Nassau e.o.,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Baarle-Nassau,Gemeente Baarle-Nassau,https://www.baarle-nassau.nl/nieuws/nieuws-van-de-gemeente,Gemeentesite,YES,WEEKLY,NO,Gemeente Baarle-Nassau,ORGANIZATION,SERVICE,Baarle-Nassau,LOW
Nederland,Noord-Brabant,Midden-Brabant,Goirle,goirle.nieuws.nl,http://goirle.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Goirle,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Goirle,Goirles Belang,https://www.uitgeverijemdejong.nl/weekbladen/goirles-belang/,Krant,MIX,WEEKLY,YES,Em. de Jong Uitgeverij,ORGANIZATION,MIX,Goirle,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Goirle,Goirles en Rielse dorpsgenoten!,https://www.facebook.com/groups/573203236608702?locale=nl_NL,Facebookpagina,MIX,DAILY,NO,Robin en Maarten Liebregts,INDIVIDUAL,MIX,Goirle en Riel,LOW
Nederland,Noord-Brabant,Midden-Brabant,Goirle,Gemeente Goirle,https://www.goirle.nl/actueel/nieuws-van-de-gemeente,Gemeentesite,YES,WEEKLY,NO,Gemeente Goirle,ORGANIZATION,SERVICE,Goirle,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Hilvarenbeek,hilvarenbeek.nieuws.nl,http://hilvarenbeek.nieuws.nl/,Nieuwssite ,NO,UNSURE,YES,Nort Groep B.V.,ORGANIZATION,MIX,Hilvarenbeek,LOW
Nederland,Noord-Brabant,Midden-Brabant,Hilvarenbeek,Gemeente Hilvarenbeek,https://www.hilvarenbeek.nl/nieuws,Gemeentesite,YES,WEEKLY,NO,Gemeente Hilvarenbeek,ORGANIZATION,SERVICE,Gemeente Hilvarenbeek,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oisterwijk,oisterwijk.nieuws.nl,http://oisterwijk.nieuws.nl/,Nieuwssite ,NO,UNSURE,YES,Nort Groep B.V.,ORGANIZATION,MIX,Oisterwijk,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oisterwijk,Heel Oisterwijk in een groep! Oisterlikers / Oisterwijkers,https://www.facebook.com/groups/oisterlikers?locale=nl_NL,Facebookpagina,MIX,DAILY,NO,Wijzijnoisterwijk.nl,ORGANIZATION,MIX,Oisterwijk,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oisterwijk,Gemeente Oisterwiijk,https://www.oisterwijk.nl/nieuws-en-mededelingen,Gemeentesite,YES,WEEKLY,NO,Gemeente Oisterwijk,ORGANIZATION,SERVICE,Oisterwijk,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oisterwijk,Haaren.nu,https://www.haaren.nu/,Nieuwssite,YES,DAILY,YES,LOVO/Mtv,ORGANIZATION,SERVICE,Haaren,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oisterwijk,HaarenEEN.nl,https://haareneen.nl/,Wijkplatform,MIX,WEEKLY,YES,HaarenEEN,ORGANIZATION,SERVICE,Haaren,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oisterwijk,Amare,https://www.amare.nl/nl/,Theatersite,MIX,DAILY,YES,Amare,ORGANIZATION,SERVICE,Haaren,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oisterwijk,Haren de Krant,https://www.harendekrant.nl/,Nieuwssite en krant,MIX,DAILY,YES,Adfo Movere,ORGANIZATION,JOURNALISM,Haaren,HIGH
Nederland,Noord-Brabant,Midden-Brabant,Reusel-de Mierden,reusel-de-mierden.nieuws.nl,http://reusel-de-mierden.nieuws.nl/,Nieuwssite ,NO,UNSURE,YES,Nort Groep B.V.,ORGANIZATION,MIX,Reusel-de-Mierden,LOW
Nederland,Noord-Brabant,Midden-Brabant,Reusel-de Mierden,Gemeente Reusel-de-Mierden,#WAARDE!,Gemeentesite,MIX,WEEKLY,NO,Gemeente Reusel-de-Mierden,ORGANIZATION,SERVICE,Gemeente Reusel-de-Mierden,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oirschot,Omroep Oirschot,https://een-fm.nl/,Radiozender,YES,DAILY,YES,Stichting Lokale Omroep Oirschot ,ORGANIZATION,SERVICE,Oirschot,LOW
Nederland,Noord-Brabant,Midden-Brabant,Oirschot,Oirschot Nieuwsblad,https://www.oirschot.nl/oirschots-weekjournaal,Nieuwssite,MIX,WEEKLY,YES,Em. de Jong Uitgeverij,ORGANIZATION,MIX,Oirschot,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oirschot,nieuws.oirschot.nl,http://nieuws.oirschot.nl/,Nieuwssite ,NO,WEEKLY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Oirschot,MEDIUM
Nederland,Noord-Brabant,Midden-Brabant,Oirschot,Gemeente Oirschot,https://www.oirschot.nl/nieuws,Gemeentesite,MIX,WEEKLY,NO,Gemeente Oirschot,ORGANIZATION,SERVICE,Gemeente Oirschot,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Noordoost-Brabant,Nieuws.nl,http://nieuws.nl/,Nieuwssite,YES,DAILY,YES,Nort Groep B. V.,ORGANIZATION,JOURNALISM,Brabant,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Noordoost-Brabant,Dtv Nieuws,https://dtvnieuws.nl/nieuws,Omroep,YES,DAILY,YES,Dtv Nieuws / Mfm Brabant,ORGANIZATION,JOURNALISM,"Oss, Bernheze, Den Bosch, Maashorst, Heusden, Vught, Sint-Michielsgestel",HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Noordoost-Brabant,Arenalokaal,https://www.arenalokaal.nl/,Nieuwssite en krant,YES,DAILY,YES,Arena Mediacentrum,ORGANIZATION,MIX,"Oss, Landerd en Grave",MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Noordoost-Brabant,Nieuws | Plaza Cultura,https://www.plazacultura.nl/nieuws/nieuws,Site stichting,MIX,WEEKLY,YES,Cultuurbox,ORGANIZATION,SERVICE,"Vught, Sint-Michielgestel",LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Noordoost-Brabant,Het Klaverblad - Vught,https://www.hetklaverblad.nl/,Nieuwssite en krant,YES,WEEKLY,YES,Het Klaverblad,ORGANIZATION,MIX,"Vught, Cromvoirt, Helvoirt, St.-Michielsgestel, Esch, Den Bosch, Vughterbrug",LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,Radio Mexico,https://radiomexico.nl/,Omroep,YES,DAILY,YES,Radio Mexico,ORGANIZATION,MIX,Den Bosch,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,Gemeente 's-Hertogenbosch,https://www.s-hertogenbosch.nl/,Gemeentesite ,YES,WEEKLY,NO,Gemeente S-Hertogenbosch,ORGANIZATION,SERVICE,Den Bosch,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,Bosschedagblad.nl,https://www.bosschedagblad.nl/,Nieuwssite,YES,WEEKLY,YES,Xyoto ,ORGANIZATION,MIX,Den Bosch,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,Bastion Oranje,https://www.bastionoranje.nl/,Nieuwssite,YES,UNSURE,YES,Paul Kriele,INDIVIDUAL,JOURNALISM,Den Bosch,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,De Bossche Omroep,https://www.kliknieuwsdenbosch.nl/,Nieuwssite en krant,YES,DAILY,YES,Talvi ,ORGANIZATION,JOURNALISM,Den Bosch,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,De Stempel van Empel,https://destempelvanempel.nl/,Nieuwssite en blad,YES,UNSURE,NO,Wijk Empel,ORGANIZATION,SERVICE,"Empel, Gewande en Krommenhoek",MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,Nieuws Dorpsraad Nuland,https://www.dorpsraadnuland.nl/nieuws/,Wijkplatform,MIX,UNSURE,NO,Dorpsraad Nuland,ORGANIZATION,SERVICE,Nuland,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,Nieuws - Wijk Maliskamp,https://www.wijkmaliskamp.nl/nieuws/,Wijkplatform,YES,UNSURE,NO,Wijk Maliskamp,ORGANIZATION,MIX,Maliskamp,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,Huis73,https://www.huis73.nl/,Bibliotheek,YES,UNSURE,YES,Huis73,ORGANIZATION,MIX,Den Bosch,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Den Bosch,Wijkraad Molenhoek,https://www.wijkmolenhoek.nl/,Wijkplatform,YES,UNSURE,NO,Wijk Molenhoek,ORGANIZATION,MIX,Molenhoek,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Rosmalen,Lokaalnieuwsrosmalen.nl,https://lokaalnieuwsrosmalen.nl/,Nieuwssite,NO,UNSURE,YES,Lokaal Nieuws Rosmalen,ORGANIZATION,MIX,Rosmalen,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Rosmalen,Thuisinhetnieuws.nl,http://www.thuisinhetnieuws.nl/,Nieuwssite en magazine,MIX,WEEKLY,YES,Thuis in het Nieuws,ORGANIZATION,MIX,"Maasland, Meierij",MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Rosmalen,KrantHintham,https://debiechten.nl/wijkkrant/,Krant,MIX,UNSURE,UNSURE,De Biechten,ORGANIZATION,SERVICE,Hintham,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Rosmalen,KrantdeGrooteWielen,https://wijkcentrumwindkracht5.nl/wijkkrant/,Krant,MIX,UNSURE,NO,Wijkcentrum Windkracht5,ORGANIZATION,MIX,De Groote Wielen,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Rosmalen,Wijkraad Molenhoek,https://www.wijkmolenhoek.nl/,Nieuwssite,YES,WEEKLY,NO,Wijkraad Molenhoek,ORGANIZATION,MIX,Molenhoek,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Rosmalen,De Rosbode,https://www.derosbode.nl/,Nieuwssite en krant,YES,WEEKLY,YES,Jan en Jan Media,ORGANIZATION,MIX,Rosmalen,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Sint-Michielgestel,Krant De Brug,https://www.weekblad-debrug.nl/,Nieuwssite en krant,YES,DAILY,YES,Jan en Jan Media,ORGANIZATION,JOURNALISM,Sint-Michielsgestel,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Sint-Michielgestel,Gemeente Sint-Michielsgestel,https://www.sint-michielsgestel.nl/,Gemeentesite,YES,DAILY,NO,Gemeente Sint-Michielgestel,ORGANIZATION,SERVICE,Sint-Michielgestel,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Sint-Michielgestel,"Sint-Michiels, Brugge",https://www.facebook.com/groups/SintMichiels,Facebookpagina,MIX,WEEKLY,NO,Karel D'hont,ORGANIZATION,MIX,Sint-Michielgestel en Brugge,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Sint-Michielgestel,Lokaal7,https://www.lokaal7.nl/,Omroep,NO,WEEKLY,YES,Lokaal 7,ORGANIZATION,MIX,Sint-Michielgestel,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,Nieuws - TOP Oss,https://toposs.nl/nieuws/,Nieuwssite,YES,WEEKLY,YES,TOP Oss,ORGANIZATION,JOURNALISM,Oss,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,Krant Ussen - Wijkraad Oss Noord-West,https://wijkraadossnoordwest.nl/?page_id=828,Krant,YES,UNSURE,NO,Wijkraad Oss ,ORGANIZATION,SERVICE,Ussen,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,Rucreant digitaal,https://www.wijkderuwaard.nl/rucreant/digitaal,Krant,YES,UNSURE,NO,Wijk de Ruwaard,ORGANIZATION,MIX,Ruwaard,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,Nieuws - Schadewijk Oss,https://schadewijk-oss.nl/nieuws,Site stichting,YES,WEEKLY,NO,Wijkstichting Schadewijk,ORGANIZATION,MIX,Schadewijk,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,De Lievekamp,https://www.lievekamp.nl/,Theatersite,MIX,DAILY,YES,De Lievekamp,ORGANIZATION,MIX,Oss,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,Kliknieuws Oss,https://www.kliknieuwsoss.nl/nieuws/kunst-en-cultuur/214986/geen-finaleplaats-voor-penny-weijenburg-en-berry-reijnen?fbclid=IwAR3kViw280Ku7M1EviAsLaqkADXOxgG4mlUa2L_ogjZtsMKk5N5DFW4qpDc,Nieuwssite en krant,YES,DAILY,YES,Talvi,ORGANIZATION,JOURNALISM,Oss,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,Dat is Oss,https://www.facebook.com/datisoss,Facebookpagina,MIX,WEEKLY,YES,DatisOss,ORGANIZATION,MIX,Oss,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,TrefhetinOss,https://www.facebook.com/TrefhetinOss,Facebookpagina,MIX,WEEKLY,NO,"Gemeente Oss, Centrummanagement Oss, stichting Maasmeanders, Maashorst ondernemers en Bibliotheek Oss",ORGANIZATION,SERVICE,Oss,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Oss,Nieuwsberichten - Gemeente Oss,https://www.oss.nl/inwoners/actueel/nieuwsberichten.htm,Gemeentesite,YES,WEEKLY,NO,Gemeente Oss,ORGANIZATION,MIX,Oss,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,Stadskrant Uden,https://www.kliknieuwsuden.nl/,Krant,YES,DAILY,YES,Talvi Media,ORGANIZATION,MIX,Uden,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,DTV Uden,https://dtvnieuws.nl/uden,Omroep,YES,UNSURE,YES,DTV Media B.V.,ORGANIZATION,JOURNALISM,Uden,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,Uden Nieuws.nl,https://uden.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort groep B.V.,ORGANIZATION,MIX,Uden,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,Uden Nieuws - het laatste gemeente Uden nieuws verzameld uit 1000+ bronnen bij Uden Headliner udennieuws,https://uden.headliner.nl/,Nieuwssite,NO,DAILY,YES,Headliner,ORGANIZATION,JOURNALISM,Uden ,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,Uden Laat Zich Horen | Facebookroups/766562990131985,https://www.facebook.com/groups/766562990131985,Facebookpagina,MIX,WEEKLY,NO,William van Wessel,INDIVIDUAL,MIX,Uden,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,Leuke uitjes Uden/Veghel,https://www.facebook.com/groups/821972034484400,Facebookpagina,NO,UNSURE,NO,Perry Witlox en Wendy Veuger,ORGANIZATION,MIX,Uden,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,Maashorst - Nieuws uit gemeente Maashorst,https://maashorst.nieuws.nl/,Nieuwssite,YES,DAILY,YES,Nort Groep B. V.,ORGANIZATION,JOURNALISM,Maashorst,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,Explore Maashorst,https://www.exploremaashorst.nl/uitagenda,Cultuursite,MIX,WEEKLY,YES,Gemeente Maashorst,ORGANIZATION,SERVICE,Maashorst,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Maashorst,Nieuws | Gemeente Maashorst,https://www.gemeentemaashorst.nl/nieuws/,Gemeentesite,YES,DAILY,NO,Gemeente Maashorst,ORGANIZATION,SERVICE,Maashorst,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Landerd,Je komt uit Schaijk als.... | Facebook,https://www.facebook.com/groups/1415793478647455,Facebookpagina,MIX,DAILY,NO,Rob van Boekel,ORGANIZATION,MIX,Schaijk,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Landerd,Verhalen - Natuurlijk Schaijk,https://natuurlijkschaijk.nl/verhalen/,Wijkplatform,MIX,UNSURE,UNSURE,Natuurlijk Schaijk,ORGANIZATION,SERVICE,Landerd,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Landerd,Bestemmingsplannen,https://www.planviewer.nl/bestemmingsplannen/Landerd?c=20231203221055,Nieuwssite,YES,UNSURE,YES,Plan Viewer,ORGANIZATION,SERVICE,Landerd,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Landerd,112 meldingen en 112 nieuws in Landerd - Oozo.nl,https://www.oozo.nl/hulpdiensten/landerd,Nieuwssite,YES,WEEKLY,YES,Oozo,ORGANIZATION,SERVICE,Schaijk,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Son en Breugel,Nieuws | Gemeente Son en Breugel,https://www.sonenbreugel.nl/nieuws,Gemeentesite,YES,WEEKLY,NO,Gemeente Son en Breugel,ORGANIZATION,SERVICE,Son en Breugel,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Son en Breugel,Ons Son en Breugel/,https://onssonenbreugel.nl/,Nieuwssite,YES,DAILY,YES,Ons,ORGANIZATION,JOURNALISM,Son en Breugel,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Son en Breugel,Son en Breugel verbindt,https://www.sonenbreugelverbindt.nl/web/group-254857/news,Nieuwssite,NO,WEEKLY,NO,Stichting Sonenbreugelverbindt,ORGANIZATION,MIX,Son en Breugel,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Son en Breugel,MooiSonenBreugel.nl,https://www.mooisonenbreugel.nl/,Nieuwssite en krant,YES,DAILY,YES,De mooi Son en Breugel,ORGANIZATION,JOURNALISM,Son en Breugel,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Son en Breugel,Agenda DOMMELHUIS - bieb  dorpshuis  theater,https://www.dommelhuis.nl/agenda,Cultuursite,MIX,DAILY,YES,Dommelhuis,ORGANIZATION,SERVICE,Son en Breugel,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Son en Breugel,Son en Breugel,https://son-en-breugel.nieuws.nl/,Nieuwssite,YES,DAILY,YES,Nort Groep B. V.,ORGANIZATION,MIX,Son en Breugel,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Deurne,DMG Deurne,https://dmgdeurne.nl/,Nieuwssite,YES,DAILY,YES,Deurne Media Groep,ORGANIZATION,JOURNALISM,Deurne,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Deurne,Krant voor Deurne,https://www.weekbladvoordeurne.nl/,Nieuwssite en krant,YES,WEEKLY,YES,DAS Media Centrum,ORGANIZATION,JOURNALISM,Deurne,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Deurne,Nieuws overzicht - Wijk de Heiakker - Deurne,https://wijkdeheiakker.nl/nieuws,Wijkplatform,YES,DAILY,NO,Wijk de Heiakker,ORGANIZATION,SERVICE,Deurne,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Deurne,Nieuws | Gemeente Deurne,https://www.deurne.nl/nieuws,Gemeentesite,YES,WEEKLY,NO,Gemeente Deurne,ORGANIZATION,SERVICE,Deurne,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Deurne,Walsberg - Onder Ons,https://walsberg.nl/onder-ons,Krant,MIX,UNSURE,YES,Walsberg,ORGANIZATION,SERVICE,Deurne (Walsberg),LOW
